0,fish,0.03125,1.0,-1
1,richard,0.1111111111111111,0.5,-1
2,fester,1.0,0.5,1
3,endeavour,0.04,0.3333333333333333,-1
4,idleness,0.16666666666666666,0.3333333333333333,-1
5,creep,0.2,1.0,-1
6,ambition,0.09090909090909091,0.3333333333333333,-1
7,oblivion,0.2,0.25,-1
8,hangings,1.0,0.5,1
9,grappled,1.0,0.5,1
10,tradespeople,1.0,0.3333333333333333,1
11,matted,1.0,0.3333333333333333,1
12,eighty,0.3333333333333333,0.5,-1
13,armadas,1.0,0.3333333333333333,1
14,santa,1.0,0.5,1
15,stable,0.09090909090909091,0.5,-1
16,herself,0.0012121212121212121,0.5,-1
17,guarded,0.125,0.5,-1
18,keeping,0.04,0.5,-1
19,thoughtless,0.16666666666666666,0.5,-1
20,funnels,1.0,0.5,1
21,wears,0.125,1.0,-1
22,beholds,1.0,0.5,1
23,prided,1.0,0.5,1
24,salting,1.0,0.5,1
25,baking,1.0,0.5,1
26,andrew,0.022222222222222223,0.5,-1
27,eventually,0.25,0.2,1
28,celebration,0.3333333333333333,0.25,1
29,stags,0.3333333333333333,1.0,-1
30,silk,0.1,1.0,-1
31,narratives,1.0,0.3333333333333333,1
32,gratified,0.05,0.3333333333333333,-1
33,excite,0.05263157894736842,0.5,-1
34,placed,0.023255813953488372,1.0,-1
35,monsters,1.0,0.5,1
36,lucy,0.005319148936170213,0.5,-1
37,rustling,0.3333333333333333,0.5,-1
38,foreground,0.25,0.5,-1
39,blunt,0.2,1.0,-1
40,honest,0.05555555555555555,0.5,-1
41,seconds,0.3333333333333333,0.5,-1
42,malady,1.0,0.3333333333333333,1
43,unknowingly,0.5,0.25,1
44,affirmative,0.5,0.25,1
45,displeasing,1.0,0.3333333333333333,1
46,symphony,0.5,0.3333333333333333,1
47,extreme,0.03125,0.5,-1
48,frighten,0.3333333333333333,0.5,-1
49,seriously,0.02702702702702703,0.25,-1
50,troubles,0.2,0.5,-1
51,regiment,0.25,0.3333333333333333,-1
52,chapter,0.007575757575757576,0.5,-1
53,banks,0.125,1.0,-1
54,deprecate,1.0,0.3333333333333333,1
55,thy,0.5,1.0,-1
56,counsels,1.0,0.5,1
57,typical,1.0,0.3333333333333333,1
58,pallor,0.2,0.3333333333333333,-1
59,friend,0.003076923076923077,1.0,-1
60,forever,0.5,0.3333333333333333,1
61,madrid,1.0,0.5,1
62,briskly,0.3333333333333333,0.5,-1
63,gilbert,0.2,0.5,-1
64,slams,0.5,1.0,-1
65,asunder,0.0625,0.3333333333333333,-1
66,polished,0.07142857142857142,0.5,-1
67,energetic,0.3333333333333333,0.25,1
68,ballad,1.0,0.5,1
69,elucidation,1.0,0.2,1
70,flicked,0.14285714285714285,0.5,-1
71,swerve,0.5,1.0,-1
72,brisbane,0.14285714285714285,0.5,-1
73,clapped,0.2,1.0,-1
74,kingston,0.125,0.5,-1
75,english,0.038461538461538464,0.5,-1
76,yawning,1.0,0.5,1
77,callous,1.0,0.5,1
78,creevey,1.0,0.3333333333333333,1
79,female,0.08333333333333333,0.5,-1
80,soot,0.3333333333333333,1.0,-1
81,angers,1.0,0.5,1
82,couples,0.16666666666666666,0.5,-1
83,does,0.0034602076124567475,1.0,-1
84,voted,1.0,0.5,1
85,trippers,0.3333333333333333,0.5,-1
86,thankful,0.07142857142857142,0.5,-1
87,inform,0.2,0.5,-1
88,thorn,0.25,1.0,-1
89,talker,0.14285714285714285,0.5,-1
90,included,0.06666666666666667,0.3333333333333333,-1
91,fresh,0.02127659574468085,1.0,-1
92,knowing,0.011627906976744186,0.5,-1
93,distinguished,0.043478260869565216,0.3333333333333333,-1
94,prolegomena,1.0,0.2,1
95,ebbs,0.5,1.0,-1
96,romsey,1.0,0.5,1
97,chairman,1.0,0.5,1
98,gong,0.25,1.0,-1
99,surveys,1.0,0.5,1
100,onward,1.0,0.5,1
101,bexborough,1.0,0.125,1
102,modern,0.1,0.5,-1
103,indecent,1.0,0.3333333333333333,1
104,pointers,1.0,0.5,1
105,indifferent,0.020833333333333332,0.3333333333333333,-1
106,scorched,0.5,1.0,-1
107,madam,0.043478260869565216,0.5,-1
108,unlucky,0.125,0.3333333333333333,-1
109,speech,0.02631578947368421,1.0,-1
110,sever,1.0,0.5,1
111,plods,1.0,0.14285714285714285,1
112,forfeited,0.5,0.3333333333333333,1
113,doubts,0.058823529411764705,1.0,-1
114,ha,0.25,1.0,-1
115,ancestral,1.0,0.3333333333333333,1
116,vigilance,0.5,0.3333333333333333,1
117,precipice,0.5,0.3333333333333333,1
118,dalton,0.25,0.5,-1
119,service,0.020833333333333332,0.5,-1
120,etiquette,1.0,0.3333333333333333,1
121,misuse,1.0,0.5,1
122,sympathy,0.023809523809523808,0.3333333333333333,-1
123,beavers,1.0,0.5,1
124,accurately,0.1111111111111111,0.25,-1
125,unprotected,0.5,0.25,1
126,strings,0.5,1.0,-1
127,starers,1.0,0.2,1
128,hill,0.02127659574468085,1.0,-1
129,tinged,0.5,1.0,-1
130,pattered,1.0,0.5,1
131,each,0.00425531914893617,1.0,-1
132,ferns,0.2,1.0,-1
133,incalculable,1.0,0.2,1
134,groves,0.25,1.0,-1
135,relished,1.0,0.5,1
136,sir,0.0029239766081871343,1.0,-1
137,surliness,1.0,0.3333333333333333,1
138,fortunately,0.1,0.25,-1
139,loose,0.2,1.0,-1
140,web,0.16666666666666666,1.0,-1
141,aeroplane,1.0,0.3333333333333333,1
142,unfold,0.2,0.5,-1
143,toilsome,1.0,0.5,1
144,perching,1.0,0.3333333333333333,1
145,disjectedly,1.0,0.09090909090909091,1
146,encumbrances,1.0,0.25,1
147,marie,1.0,0.5,1
148,pinch,0.5,1.0,-1
149,examined,0.14285714285714285,0.3333333333333333,-1
150,whitens,1.0,0.5,1
151,vexatious,1.0,0.3333333333333333,1
152,personableness,1.0,0.2,1
153,catches,0.2,0.5,-1
154,beech,0.0625,1.0,-1
155,arrowlike,1.0,0.25,1
156,spectral,1.0,0.5,1
157,candelabra,1.0,0.25,1
158,gauntleted,1.0,0.3333333333333333,1
159,varied,0.125,0.5,-1
160,williams,0.14285714285714285,0.5,-1
161,valley,0.05263157894736842,0.5,-1
162,becomingly,1.0,0.2,1
163,precautions,1.0,0.3333333333333333,1
164,dear,0.002320185614849188,1.0,-1
165,spade,0.3333333333333333,1.0,-1
166,compel,1.0,0.5,1
167,fools,0.25,1.0,-1
168,copiously,1.0,0.3333333333333333,1
169,refrain,0.14285714285714285,0.5,-1
170,puerile,1.0,0.5,1
171,do,0.000715307582260372,1.0,-1
172,collect,0.09090909090909091,0.5,-1
173,prophetically,1.0,0.16666666666666666,1
174,rushed,0.14285714285714285,1.0,-1
175,fits,0.5,1.0,-1
176,canon,1.0,0.5,1
177,acknowledged,0.030303030303030304,0.3333333333333333,-1
178,staggers,1.0,0.5,1
179,uncurled,1.0,0.25,1
180,degree,0.010638297872340425,0.5,-1
181,beads,0.25,1.0,-1
182,residing,0.25,0.3333333333333333,-1
183,chanting,0.2,0.5,-1
184,agreeing,0.16666666666666666,0.3333333333333333,-1
185,grievously,1.0,0.3333333333333333,1
186,breeders,1.0,0.5,1
187,clouds,0.02631578947368421,1.0,-1
188,forbad,1.0,0.5,1
189,help,0.008620689655172414,1.0,-1
190,lodge,0.16666666666666666,1.0,-1
191,wormy,1.0,0.5,1
192,feared,0.030303030303030304,1.0,-1
193,palpitations,1.0,0.25,1
194,fit,0.029411764705882353,1.0,-1
195,fervent,0.14285714285714285,0.5,-1
196,incumbrances,1.0,0.2,1
197,attended,0.02702702702702703,0.3333333333333333,-1
198,before,0.00145985401459854,0.5,-1
199,interfere,0.16666666666666666,0.3333333333333333,-1
200,enhanced,1.0,0.5,1
201,scrupulously,1.0,0.25,1
202,views,0.02857142857142857,1.0,-1
203,proudest,1.0,0.5,1
204,amazed,0.2,0.5,-1
205,characteristic,0.25,0.2,1
206,hastens,1.0,0.5,1
207,could,0.0004462293618920125,1.0,-1
208,insidious,0.5,0.25,1
209,observing,0.04,0.3333333333333333,-1
210,hour,0.005376344086021506,0.5,-1
211,chose,0.03571428571428571,1.0,-1
212,harm,0.041666666666666664,1.0,-1
213,wretchedly,0.16666666666666666,0.3333333333333333,-1
214,underclothes,1.0,0.2,1
215,reputation,0.3333333333333333,0.25,1
216,continually,0.05555555555555555,0.2,-1
217,bosses,1.0,0.5,1
218,figure,0.018518518518518517,0.5,-1
219,wheels,0.1,1.0,-1
220,mania,0.5,0.3333333333333333,1
221,hands,0.006944444444444444,1.0,-1
222,court,0.022727272727272728,1.0,-1
223,county,0.1,0.5,-1
224,oblivious,0.5,0.25,1
225,placidly,0.5,0.3333333333333333,1
226,slackly,1.0,0.5,1
227,shudders,1.0,0.5,1
228,fists,0.5,1.0,-1
229,merrier,1.0,0.3333333333333333,1
230,attractive,0.125,0.3333333333333333,-1
